c,idade,sexo,tempo_como_cliente,frequencia_uso,ligacoes_callcenter,dias_atraso,assinatura,duracao_contrato,total_gasto,meses_ultima_interacao,cancelou
3287740,480,Female,270.0,170,30,10,Premium,Quarterly,53436,100,0
3231510,420,Female,530.0,30,20,130,Premium,Quarterly,57787,130,0
1002700,190,Female,280.0,30,30,260,Standard,Annual,4810,290,0
2860030,300,Male,360.0,20,20,120,Standard,Annual,94427,70,0
3280580,390,Female,580.0,20,20,190,Basic,Annual,84553,70,0
2087070,450,Female,90.0,300,0,170,Premium,Monthly,29324,280,0
473640,580,Female,520.0,300,0,60,Premium,Monthly,2990,20,0
774440,360,Female,40.0,300,30,120,Basic,Quarterly,4680,90,0
3846100,380,Male,350.0,90,20,110,Premium,Quarterly,69809,270,0
3448670,500,Male,320.0,50,50,50,Premium,Annual,79062,110,0
1639290,580,Female,560.0,280,60,180,Basic,Quarterly,3150,160,0
93640,280,Male,550.0,280,50,10,Premium,Annual,7970,220,0
757310,310,Female,410.0,50,10,90,Premium,Monthly,1330,190,0
4041590,380,Male,220.0,250,30,140,Premium,Quarterly,78475,50,0
4348560,370,Male,60.0,270,10,70,Standard,Quarterly,5635,20,0
3090100,460,Female,540.0,10,10,0,Basic,Annual,93657,20,0
3021730,430,Male,410.0,140,30,60,Premium,Annual,56522,70,0
4491220,440,Male,190.0,140,40,40,Premium,Quarterly,78471,170,0
2267840,300,Female,230.0,210,20,260,Basic,Quarterly,70979,190,0
3704820,330,Male,350.0,60,0,10,Basic,Annual,86297,20,0
969630,570,Female,80.0,210,40,290,Standard,Annual,1840,300,0
2205220,240,Female,500.0,300,20,130,Basic,Annual,16841,170,0
1051240,250,Male,460.0,250,10,30,Basic,Monthly,1740,90,0
4093690,310,Female,80.0,60,10,10,Basic,Quarterly,74438,50,0
3280350,460,Female,150.0,110,20,150,Basic,Quarterly,90849,90,0
849830,520,Female,510.0,60,10,20,Standard,Annual,6840,50,0
3166040,390,Male,390.0,60,30,100,Standard,Quarterly,92121,190,0
1903160,370,Male,60.0,240,100,190,Premium,Monthly,5490,150,0
3336940,260,Female,180.0,190,10,50,Premium,Annual,84215,100,0
1923630,600,Male,370.0,90,30,160,Standard,Annual,7090,170,0
3765240,370,Female,340.0,260,0,0,Premium,Annual,86388,30,0
1016160,180,Male,370.0,180,100,190,Premium,Quarterly,8140,290,0
3893340,330,Male,40.0,60,10,140,Premium,Annual,68015,240,0
2786840,350,Male,600.0,190,10,60,Premium,Quarterly,81479,220,0
830350,390,Male,10.0,50,70,30,Standard,Annual,6930,70,0
3494020,470,Male,600.0,60,40,130,Standard,Annual,61639,90,0
3069730,390,Male,160.0,150,10,30,Standard,Annual,66505,190,0
477160,640,Male,350.0,280,40,160,Basic,Annual,7860,10,0
2009600,340,Female,50.0,40,20,250,Standard,Quarterly,4020,50,0
1089370,440,Male,600.0,20,60,240,Standard,Quarterly,4750,130,0
1473880,650,Female,260.0,80,70,120,Basic,Quarterly,3700,190,0
3960070,290,Male,480.0,230,10,160,Basic,Annual,75399,150,0
3044170,410,Male,150.0,160,30,100,Basic,Annual,61317,20,0
4410650,300,Female,390.0,40,10,50,Basic,Annual,80841,100,0
1249840,620,Female,280.0,230,40,40,Premium,Quarterly,6990,70,0
3980400,220,Female,80.0,270,10,160,Standard,Annual,97582,80,0
3790980,490,Male,270.0,180,0,180,Premium,Annual,99245,140,0
883310,530,Male,400.0,10,90,290,Basic,Monthly,5890,260,0
3879110,410,Male,280.0,220,10,110,Standard,Quarterly,53773,30,0
4423470,480,Female,10.0,10,0,160,Premium,Annual,99576,130,0
3462610,250,Male,280.0,150,0,90,Premium,Annual,81619,300,0
2745660,500,Male,300.0,180,50,170,Premium,Annual,66913,240,0
2178750,530,Female,260.0,210,50,50,Premium,Quarterly,41887,50,0
3949580,430,Male,440.0,280,0,60,Premium,Annual,66023,250,0
83030,520,Male,470.0,240,70,100,Premium,Monthly,2470,190,0
414680,530,Female,590.0,150,0,160,Basic,Monthly,8420,190,0
705240,420,Male,300.0,180,20,140,Basic,Quarterly,4930,240,0
2880400,190,Male,450.0,290,0,190,Premium,Annual,99236,10,0
3857250,460,Male,50.0,120,0,200,Premium,Quarterly,76417,50,0
2395740,650,Female,150.0,260,70,140,Standard,Monthly,60445,120,0
1652640,480,Female,100.0,130,80,260,Premium,Annual,3830,50,0
1982500,330,Male,270.0,210,30,40,Standard,Quarterly,1110,120,0
2751040,480,Male,300.0,230,10,0,Basic,Annual,56876,260,0
757420,210,Male,530.0,100,30,210,Premium,Quarterly,7550,150,0
1133310,560,Male,350.0,240,90,270,Standard,Quarterly,8870,300,0
2163750,460,Male,440.0,260,60,280,Standard,Monthly,14598,220,0
531170,290,Male,460.0,250,40,120,Premium,Quarterly,6810,70,0
1570980,190,Male,580.0,110,20,200,Standard,Annual,2090,200,0
713450,590,Female,540.0,300,100,160,Basic,Annual,8300,60,0
270530,190,Male,240.0,50,50,40,Premium,Quarterly,7350,70,0
331590,570,Male,360.0,180,50,120,Standard,Annual,1060,110,0
716420,380,Male,570.0,100,70,270,Basic,Annual,7560,170,0
1577990,610,Female,390.0,50,100,140,Basic,Quarterly,8770,290,0
2581190,600,Male,200.0,270,40,110,Premium,Monthly,80081,210,0
11320,540,Female,90.0,240,80,280,Standard,Annual,8050,120,0
4318590,330,Male,340.0,230,10,180,Premium,Quarterly,5042,80,0
624320,220,Female,450.0,150,10,220,Standard,Monthly,8280,120,0
2644860,500,Male,270.0,120,40,190,Premium,Annual,69533,110,0
3621510,500,Male,340.0,50,40,10,Basic,Annual,72837,50,0
1698830,350,Female,490.0,250,50,250,Standard,Quarterly,1750,120,0
2344650,180,Male,490.0,190,50,10,Basic,Annual,21099,280,0
462880,350,Female,170.0,90,80,260,Standard,Monthly,5850,90,0
4178310,440,Female,120.0,300,30,110,Basic,Annual,74914,40,0
3967960,490,Male,460.0,180,40,90,Standard,Annual,5053,140,0
3472000,440,Female,340.0,260,40,20,Standard,Quarterly,52948,110,0
1894220,220,Male,390.0,80,20,140,Basic,Annual,7680,120,0
4046430,230,Female,250.0,110,10,140,Premium,Quarterly,93252,20,0
4259010,480,Male,510.0,90,30,160,Premium,Quarterly,55988,110,0
3583830,320,Male,250.0,60,0,0,Premium,Annual,75957,170,0
2061390,570,Female,140.0,150,0,160,Premium,Annual,58682,120,0
4440180,350,Female,410.0,130,20,150,Standard,Annual,61052,90,0
3425250,340,Female,50.0,70,20,70,Standard,Annual,60632,60,0
3348040,440,Female,140.0,100,0,50,Basic,Annual,77667,30,0
2310650,370,Female,450.0,270,80,210,Standard,Monthly,87677,120,0
3832310,350,Female,560.0,50,0,170,Premium,Annual,9172,90,0
1743260,310,Male,300.0,30,60,20,Standard,Monthly,2150,290,0
3614070,380,Female,90.0,140,30,140,Premium,Annual,97684,50,0
1327050,480,Male,260.0,130,70,0,Basic,Annual,8430,300,0
3519610,250,Female,70.0,10,10,0,Basic,Quarterly,56188,150,0
4059330,450,Male,110.0,30,40,40,Standard,Annual,94531,90,0
3782710,340,Male,320.0,180,20,190,Premium,Annual,73597,100,0
2092160,570,Male,190.0,260,10,130,Standard,Annual,21646,40,0
2258320,320,Male,510.0,180,90,180,Standard,Quarterly,31866,90,0
1656180,200,Male,390.0,70,100,40,Basic,Annual,4280,40,0
3718390,220,Female,510.0,120,0,40,Basic,Annual,9438,60,0
3855980,310,Female,110.0,100,20,140,Premium,Annual,61507,30,0
4133800,230,Male,550.0,100,10,150,Premium,Annual,67552,250,0
1526900,570,Female,400.0,260,10,190,Premium,Monthly,2540,270,0
4038020,350,Female,470.0,80,20,200,Standard,Annual,66288,110,0
3397120,320,Male,440.0,300,20,110,Standard,Quarterly,75669,40,0
677970,340,Female,290.0,150,50,140,Premium,Annual,4740,100,0
187270,230,Female,450.0,270,60,270,Basic,Annual,7720,220,0
788630,220,Female,260.0,250,70,10,Premium,Annual,4000,230,0
2961260,480,Female,320.0,20,0,120,Basic,Annual,93911,140,0
4247730,280,Male,150.0,230,10,180,Premium,Quarterly,77148,170,0
561400,540,Male,370.0,110,50,80,Premium,Annual,7920,130,0
2616060,400,Male,60.0,90,0,10,Basic,Quarterly,81369,180,0
626050,380,Female,290.0,140,20,190,Basic,Quarterly,1600,60,0
4332740,290,Female,40.0,220,0,50,Standard,Quarterly,70678,30,0
3056120,300,Male,270.0,120,10,70,Premium,Annual,59193,160,0
4439920,370,Female,380.0,290,20,140,Premium,Quarterly,65858,30,0
2006590,180,Female,430.0,260,0,220,Basic,Annual,5850,240,0
2253690,360,Male,600.0,120,30,150,Basic,Monthly,9116,110,0
333550,540,Female,530.0,160,30,270,Standard,Annual,1270,220,0
4125370,430,Male,440.0,280,30,80,Standard,Quarterly,57559,210,0
3389630,340,Male,450.0,290,0,50,Standard,Quarterly,86793,280,0
100050,500,Male,290.0,130,20,250,Standard,Annual,1600,70,0
3720120,430,Female,510.0,40,20,80,Basic,Annual,93869,40,0
2568330,240,Female,150.0,50,70,280,Standard,Monthly,42341,10,0
2960570,500,Male,110.0,120,10,80,Premium,Quarterly,97068,120,0
2794720,450,Male,520.0,190,40,200,Premium,Annual,95741,130,0
3777120,440,Male,520.0,250,40,90,Premium,Quarterly,50566,290,0
2574990,380,Male,280.0,160,80,220,Basic,Annual,84535,150,0
2673580,200,Male,550.0,220,0,50,Premium,Annual,58746,290,0
4097050,370,Female,60.0,270,10,200,Standard,Annual,83615,150,0
2790210,430,Male,60.0,70,10,30,Standard,Quarterly,97446,240,0
1044160,220,Male,540.0,20,50,120,Premium,Quarterly,2650,70,0
3221320,440,Male,530.0,80,40,70,Basic,Quarterly,89429,110,0
2298620,610,Male,230.0,10,80,90,Standard,Quarterly,88835,80,0
4050050,300,Male,480.0,170,10,200,Premium,Quarterly,94835,60,0
1546270,280,Female,480.0,130,70,300,Premium,Annual,7910,210,0
2370760,460,Male,470.0,170,30,100,Standard,Quarterly,44641,100,0
4161580,490,Male,60.0,70,40,30,Premium,Quarterly,87406,180,0
2018670,490,Male,170.0,100,20,90,Basic,Annual,2180,50,0
1010900,620,Male,150.0,220,100,160,Basic,Monthly,6040,60,0
2719930,370,Male,300.0,300,30,130,Basic,Annual,88895,70,0
1497680,420,Male,80.0,60,20,260,Basic,Quarterly,8550,190,0
3715350,480,Male,500.0,230,40,110,Standard,Quarterly,5673,220,0
2977370,240,Male,600.0,230,0,130,Standard,Quarterly,65302,60,0
2692440,470,Male,350.0,210,20,180,Standard,Quarterly,62234,40,0
324050,650,Male,310.0,170,40,300,Standard,Monthly,4700,220,0
3230560,420,Male,530.0,110,0,50,Standard,Annual,55564,170,0
4177840,340,Female,220.0,250,30,20,Standard,Quarterly,78596,20,0
4240730,380,Male,530.0,190,30,100,Basic,Quarterly,79371,80,0
1129550,530,Male,70.0,170,90,260,Standard,Quarterly,5140,210,0
3703590,500,Male,400.0,280,50,180,Standard,Quarterly,67758,290,0
4283760,290,Male,180.0,290,20,150,Premium,Quarterly,52312,170,0
3479810,390,Female,490.0,140,30,110,Standard,Quarterly,52051,140,0
4409200,420,Male,380.0,290,30,200,Basic,Quarterly,9681,290,0
206590,510,Female,510.0,40,70,250,Basic,Quarterly,4140,220,0
3701630,320,Male,360.0,180,20,70,Standard,Annual,78788,240,0
1557980,430,Female,240.0,200,10,110,Premium,Annual,7250,140,0
661850,460,Male,510.0,230,40,270,Basic,Monthly,3390,60,0
2049550,490,Female,130.0,140,30,230,Premium,Monthly,41036,160,0
3067160,390,Male,550.0,120,20,40,Standard,Annual,81734,100,0
1876690,240,Male,370.0,260,100,50,Premium,Quarterly,4850,270,0
479720,180,Female,410.0,120,60,200,Basic,Quarterly,2880,220,0
2269410,210,Male,200.0,200,0,150,Premium,Monthly,2543,210,0
2329940,560,Female,490.0,200,10,240,Premium,Monthly,70348,230,0
118020,350,Female,250.0,20,40,10,Premium,Annual,3590,30,0
3059470,370,Female,390.0,290,10,20,Basic,Quarterly,57141,50,0
152460,480,Male,330.0,290,0,180,Basic,Quarterly,8650,80,0
3112100,440,Male,70.0,170,0,100,Premium,Quarterly,59834,110,0
2921050,470,Female,100.0,270,20,20,Standard,Annual,92582,10,0
1602810,210,Male,500.0,70,50,100,Premium,Quarterly,3090,190,0
3027710,290,Female,440.0,70,10,140,Basic,Annual,52049,140,0
3268860,350,Male,290.0,240,20,10,Standard,Annual,85774,270,0
4380020,390,Male,310.0,180,20,180,Basic,Quarterly,78252,30,0
4390420,280,Female,530.0,190,20,140,Premium,Annual,50739,10,0
2873410,400,Male,530.0,40,40,30,Standard,Quarterly,9171,200,0
3148130,210,Male,140.0,200,0,40,Basic,Annual,88633,130,0
3400000,460,Male,130.0,270,40,170,Basic,Annual,9703,200,0
795430,200,Male,550.0,230,50,230,Basic,Monthly,9410,290,0
790280,430,Male,490.0,280,70,200,Basic,Quarterly,1510,200,0
4130180,310,Male,500.0,170,20,20,Basic,Annual,68982,190,0
4379740,250,Male,340.0,190,0,130,Premium,Quarterly,6376,10,0
594460,450,Female,180.0,80,20,100,Standard,Monthly,6690,70,0
2888110,480,Male,320.0,300,10,140,Premium,Quarterly,84843,170,0
1488940,430,Female,410.0,170,100,90,Standard,Annual,8480,260,0
2295900,180,Female,300.0,40,90,270,Basic,Quarterly,52958,10,0
4420160,420,Female,120.0,270,20,140,Premium,Annual,66322,60,0
3153450,480,Male,490.0,160,40,0,Standard,Quarterly,68533,130,0
207380,450,Female,30.0,140,90,70,Basic,Quarterly,1380,60,0
89520,250,Female,160.0,190,70,110,Premium,Annual,7730,120,0
1202670,520,Female,10.0,30,30,150,Premium,Quarterly,3380,150,0
622520,350,Female,280.0,120,100,230,Premium,Annual,5270,40,0
570740,620,Male,390.0,210,50,90,Basic,Monthly,3950,270,0
1884930,440,Male,190.0,240,30,110,Basic,Monthly,7930,80,0
221050,460,Female,20.0,300,10,250,Basic,Annual,6040,220,0
651250,630,Male,480.0,290,20,70,Standard,Annual,2870,100,0
2270480,550,Male,110.0,100,70,130,Standard,Annual,32444,170,0
2578090,260,Female,590.0,50,60,60,Premium,Annual,87794,10,0
3336690,240,Male,230.0,110,20,140,Premium,Annual,94481,50,0
298540,250,Female,150.0,180,30,260,Premium,Monthly,4470,130,0
2736570,380,Male,160.0,220,10,180,Basic,Annual,58346,20,0
2337850,370,Female,290.0,170,0,50,Standard,Monthly,98686,170,0
659170,230,Male,380.0,80,60,220,Basic,Quarterly,9180,100,0
90640,630,Female,80.0,20,70,90,Standard,Quarterly,4200,110,0
3015130,380,Female,260.0,160,0,180,Premium,Annual,56087,150,0
2272560,570,Female,410.0,90,90,100,Standard,Monthly,49792,240,0
4235570,290,Male,90.0,270,20,180,Standard,Quarterly,90586,160,0
3759270,400,Male,600.0,110,30,80,Basic,Quarterly,64447,70,0
4375000,470,Male,280.0,200,0,0,Standard,Quarterly,58158,210,0
2726360,200,Female,410.0,50,10,110,Basic,Annual,86617,20,0
819690,540,Female,40.0,50,20,60,Standard,Quarterly,1200,10,0
90060,440,Male,60.0,180,10,180,Standard,Quarterly,4070,220,0
1395920,510,Female,480.0,90,100,230,Premium,Monthly,6450,120,0
1630800,600,Male,450.0,180,30,160,Premium,Quarterly,6830,280,0
4137210,350,Female,340.0,90,0,50,Standard,Quarterly,60872,90,0
663890,600,Female,270.0,260,20,270,Basic,Quarterly,7330,250,0
4387260,480,Female,550.0,140,10,180,Basic,Annual,85614,10,0
2853620,460,Male,490.0,190,0,20,Basic,Annual,66203,270,0
4225460,330,Male,80.0,10,20,70,Premium,Quarterly,73083,220,0
619650,180,Female,230.0,260,70,210,Standard,Monthly,4290,150,0
1988380,340,Female,330.0,80,10,150,Standard,Monthly,5860,110,0
2189260,360,Female,150.0,60,60,50,Basic,Annual,59872,240,0
3724020,480,Male,480.0,220,0,40,Basic,Annual,76783,270,0
1479970,430,Male,320.0,10,90,230,Premium,Monthly,4320,200,0
348310,440,Male,60.0,150,40,120,Basic,Quarterly,1340,220,0
1516180,330,Male,380.0,50,20,100,Premium,Monthly,2860,40,0
743010,470,Female,10.0,130,30,170,Premium,Annual,1850,190,0
134720,380,Female,390.0,150,30,80,Standard,Monthly,9510,80,0
2638580,330,Female,320.0,160,20,0,Premium,Quarterly,70905,150,0
3495800,410,Male,80.0,160,0,80,Standard,Annual,78542,170,0
1837150,260,Female,450.0,170,40,180,Standard,Quarterly,9720,20,0
3263560,320,Female,330.0,100,20,10,Basic,Annual,8125,60,0
2243490,510,Female,130.0,240,40,80,Standard,Monthly,85949,150,0
580500,200,Female,550.0,30,70,100,Standard,Annual,9830,270,0
3992150,200,Female,380.0,170,0,40,Premium,Quarterly,51231,70,0
2097810,640,Female,320.0,290,60,210,Standard,Quarterly,86898,170,0
4273530,240,Male,570.0,170,0,140,Basic,Annual,94962,230,0
1958070,510,Male,550.0,30,0,240,Basic,Quarterly,1530,260,0
1942630,330,Male,130.0,150,90,200,Basic,Quarterly,5060,30,0
1217130,310,Female,340.0,170,0,60,Premium,Annual,8700,230,0
838690,340,Female,220.0,190,100,60,Standard,Monthly,3190,100,0
2333060,600,Female,380.0,60,20,180,Standard,Monthly,72652,110,0
593000,460,Male,560.0,20,40,280,Standard,Annual,5030,130,0
4357260,330,Male,530.0,200,10,30,Basic,Annual,86672,250,0
3084570,460,Male,70.0,200,30,140,Premium,Quarterly,61719,300,0
2251400,300,Male,420.0,130,60,220,Premium,Annual,13989,120,0
1739040,350,Male,360.0,240,20,220,Premium,Quarterly,5950,100,0
3173740,240,Male,490.0,80,10,190,Basic,Annual,74739,230,0
4284010,270,Female,580.0,90,0,50,Standard,Quarterly,94596,110,0
2229810,410,Male,240.0,220,100,280,Premium,Annual,18599,140,0
513180,410,Male,380.0,280,60,230,Standard,Annual,2890,180,0
4435360,400,Female,100.0,260,40,20,Basic,Annual,81962,140,0
2683640,450,Female,320.0,260,20,160,Basic,Annual,73464,100,0
1145550,590,Female,330.0,170,50,90,Premium,Quarterly,7270,120,0
2341190,590,Female,220.0,20,90,50,Basic,Annual,17921,170,0
3411370,400,Female,100.0,100,40,100,Premium,Annual,50015,50,0
4325460,460,Male,310.0,140,0,10,Premium,Quarterly,84696,110,0
2635610,260,Male,280.0,160,0,30,Premium,Annual,83446,190,0
920020,600,Female,300.0,200,50,150,Premium,Monthly,4940,170,0
3838460,350,Female,360.0,80,10,70,Standard,Quarterly,84234,10,0
621070,310,Female,120.0,300,70,30,Basic,Quarterly,2050,290,0
4061070,400,Male,70.0,270,40,50,Standard,Annual,58365,90,0
4379570,450,Male,80.0,200,40,160,Standard,Quarterly,70879,50,0
2641110,410,Male,20.0,100,40,60,Premium,Quarterly,75162,50,0
119310,180,Female,90.0,80,90,90,Standard,Annual,9110,120,0
2814340,340,Male,500.0,270,20,180,Basic,Quarterly,68248,30,0
1034400,530,Female,350.0,140,0,90,Premium,Annual,6600,70,0
1259380,410,Female,590.0,150,100,130,Basic,Quarterly,1550,130,0
1422470,570,Female,380.0,40,100,120,Standard,Monthly,5740,250,0
2901650,200,Male,560.0,130,20,50,Premium,Annual,85093,220,0
3000650,180,Male,260.0,200,0,80,Basic,Annual,67547,300,0
245370,340,Male,300.0,200,50,220,Premium,Monthly,6330,230,0
4258020,450,Male,280.0,210,0,160,Premium,Annual,71462,90,0
2572800,620,Female,40.0,200,20,30,Premium,Quarterly,30012,120,0
3950810,350,Male,140.0,250,20,80,Basic,Quarterly,54851,60,0
3613690,390,Male,410.0,180,10,180,Standard,Quarterly,9586,160,0
127960,180,Female,470.0,110,60,140,Premium,Monthly,4070,290,0
1772940,320,Male,450.0,260,100,100,Standard,Quarterly,5340,200,0
865380,540,Female,230.0,190,30,150,Basic,Monthly,3360,110,0
3759090,430,Male,540.0,90,30,120,Premium,Annual,78543,250,0
3474030,230,Male,100.0,130,20,60,Basic,Quarterly,7348,120,0
1464780,480,Male,380.0,250,60,230,Premium,Monthly,4220,280,0
3237960,240,Male,130.0,130,20,100,Standard,Quarterly,51901,20,0
3866940,460,Male,580.0,180,0,70,Standard,Quarterly,79562,140,0
86120,270,Female,390.0,100,30,290,Basic,Monthly,7890,90,0
4428000,450,Male,550.0,240,10,110,Standard,Annual,66728,210,0
4181620,500,Female,100.0,290,40,130,Premium,Quarterly,55222,10,0
3792150,180,Male,340.0,50,10,60,Premium,Annual,88384,260,0
925150,570,Male,380.0,300,50,270,Standard,Quarterly,1330,60,0
2001190,580,Female,590.0,110,0,240,Premium,Annual,9580,150,0
3505120,480,Male,470.0,20,0,200,Basic,Annual,6436,260,0
332190,610,Male,290.0,110,90,260,Standard,Monthly,4590,100,0
2793800,490,Female,60.0,110,20,50,Basic,Quarterly,51062,140,0
2690600,440,Female,350.0,160,40,30,Standard,Quarterly,80209,100,0
575990,610,Female,10.0,250,70,70,Premium,Monthly,3620,100,0
3574260,350,Male,30.0,130,20,110,Premium,Quarterly,66717,30,0
4228120,220,Female,290.0,60,0,120,Basic,Annual,68815,10,0
752930,610,Female,160.0,40,10,20,Premium,Monthly,7040,40,0
2954760,410,Male,510.0,80,0,60,Basic,Annual,65333,50,0
2979260,420,Female,580.0,150,10,200,Standard,Annual,75949,30,0
1047390,350,Female,590.0,180,80,160,Standard,Annual,8240,290,0
4336110,490,Male,280.0,210,10,60,Premium,Quarterly,87819,50,0
1610010,540,Male,400.0,260,60,40,Basic,Annual,4990,250,0
1545910,500,Female,60.0,170,80,130,Basic,Monthly,5670,220,0
3181790,400,Male,30.0,120,10,150,Premium,Annual,89614,60,0
613020,570,Female,480.0,50,100,190,Basic,Quarterly,2770,10,0
3743980,440,Male,160.0,280,30,80,Basic,Quarterly,7736,20,0
4317660,320,Male,490.0,190,30,190,Premium,Quarterly,82411,140,0
2315090,180,Female,10.0,20,0,220,Premium,Quarterly,35716,220,0
116990,310,Female,540.0,210,60,60,Standard,Monthly,2080,180,0
695010,470,Male,40.0,140,60,130,Premium,Annual,7660,260,0
2164610,200,Male,200.0,50,0,290,Basic,Annual,43346,280,0
3900650,360,Female,270.0,50,0,140,Basic,Annual,9499,70,0
1483120,190,Male,70.0,10,0,140,Premium,Monthly,5030,160,0
2357780,320,Male,220.0,60,80,260,Basic,Monthly,86516,50,0
3147690,450,Male,510.0,220,30,170,Basic,Quarterly,58641,280,0
3027930,360,Male,130.0,210,30,40,Basic,Annual,72061,70,0
2444450,630,Male,320.0,300,40,120,Premium,Monthly,21881,150,0
2657530,270,Female,400.0,130,10,60,Standard,Quarterly,92787,140,0
1175000,500,Male,130.0,60,20,260,Basic,Monthly,9130,220,0
1756180,340,Male,480.0,60,60,50,Basic,Annual,8720,40,0
1553430,490,Female,120.0,130,0,300,Premium,Monthly,4340,240,0
2796090,340,Male,370.0,110,0,150,Premium,Annual,53629,170,0
117490,310,Female,70.0,240,20,90,Standard,Annual,3180,280,0
3245770,410,Male,460.0,290,10,140,Premium,Quarterly,68628,100,0
84700,310,Female,230.0,20,50,220,Premium,Monthly,3130,200,0
431580,600,Male,340.0,90,50,180,Standard,Annual,7340,200,0
981670,630,Female,150.0,300,20,10,Standard,Monthly,3730,300,0
228430,270,Male,140.0,250,50,100,Premium,Monthly,4450,250,0
308950,440,Female,320.0,130,10,60,Basic,Annual,1320,300,0
541880,650,Female,240.0,260,90,250,Standard,Monthly,5080,120,0
2038740,440,Male,410.0,10,10,220,Premium,Quarterly,7050,130,0
2184040,410,Female,580.0,240,20,200,Basic,Monthly,59066,270,0
1793940,400,Female,240.0,200,40,110,Standard,Monthly,4450,300,0
2150400,240,Female,330.0,180,0,50,Standard,Quarterly,15667,230,0
4041460,210,Female,580.0,240,20,180,Premium,Quarterly,56016,130,0
1435160,210,Female,360.0,140,60,10,Basic,Monthly,4000,270,0
3775810,500,Female,60.0,240,50,160,Basic,Quarterly,75656,10,0
1671200,500,Female,440.0,170,10,90,Standard,Quarterly,5190,170,0
2780120,400,Male,500.0,170,40,160,Basic,Annual,56353,140,0
507870,190,Female,30.0,180,30,290,Premium,Annual,1830,300,0
1328150,580,Male,180.0,60,90,50,Premium,Quarterly,9180,40,0
1029160,600,Female,380.0,20,70,260,Premium,Quarterly,7630,170,0
3259640,360,Male,600.0,10,0,0,Premium,Quarterly,5150,110,0
3837410,430,Male,480.0,110,40,180,Premium,Annual,74073,40,0
3185160,500,Female,10.0,110,40,150,Standard,Quarterly,75408,110,0
921470,210,Male,300.0,70,70,290,Basic,Monthly,7710,10,0
2988900,330,Female,470.0,110,20,200,Basic,Quarterly,64467,10,0
714400,380,Male,500.0,220,60,290,Premium,Monthly,6050,270,0
1111060,540,Female,140.0,90,60,250,Premium,Quarterly,5040,260,0
2735300,340,Male,530.0,60,0,20,Standard,Annual,57815,60,0
1413600,240,Female,270.0,90,40,120,Premium,Monthly,6880,270,0
117150,260,Male,220.0,70,0,180,Basic,Monthly,7950,290,0
172680,370,Male,240.0,280,60,30,Premium,Monthly,3960,10,0
1734610,400,Female,60.0,40,50,0,Standard,Annual,7810,240,0
2468140,630,Female,320.0,250,10,0,Basic,Annual,43655,140,0
3776270,330,Female,400.0,280,30,120,Premium,Annual,82033,20,0
1864860,450,Male,50.0,10,30,60,Basic,Monthly,1190,250,0
1688610,240,Male,360.0,80,0,240,Basic,Quarterly,7080,30,0
2783600,300,Male,430.0,90,0,50,Premium,Annual,80351,130,0
2522470,310,Male,320.0,260,40,260,Premium,Annual,66306,140,0
890300,350,Female,370.0,50,60,150,Premium,Quarterly,4420,40,0
4302760,400,Male,480.0,190,10,50,Basic,Annual,79153,300,0
2300160,390,Female,150.0,50,70,280,Basic,Annual,98798,260,0
2320810,410,Female,510.0,300,60,130,Standard,Quarterly,64738,280,0
241490,550,Male,580.0,190,20,280,Basic,Monthly,1980,90,0
3667120,220,Male,430.0,90,0,70,Standard,Quarterly,84773,300,0
406880,600,Male,20.0,40,50,190,Standard,Quarterly,3430,50,0
1914330,610,Female,360.0,110,90,70,Standard,Monthly,2450,140,0
540050,460,Male,370.0,100,90,80,Basic,Quarterly,2700,260,0
3190900,190,Male,330.0,60,10,160,Premium,Annual,9360,60,0
3957140,440,Male,80.0,50,30,90,Standard,Annual,97192,120,0
3696190,390,Female,340.0,160,20,120,Standard,Quarterly,87988,80,0
3893370,420,Male,320.0,220,30,50,Basic,Annual,9763,250,0
2470820,260,Female,330.0,210,60,290,Standard,Monthly,82121,300,0
3053460,370,Male,440.0,200,0,20,Premium,Annual,61205,100,0
155850,540,Male,130.0,30,30,160,Basic,Quarterly,3630,150,0
334240,290,Male,20.0,210,100,170,Basic,Annual,9320,120,0
1954710,520,Male,20.0,30,90,60,Standard,Quarterly,3170,20,0
1465430,550,Male,570.0,70,100,100,Premium,Monthly,5440,90,0
1487360,370,Female,530.0,10,30,110,Basic,Quarterly,8300,200,0
3897180,210,Female,340.0,300,10,180,Basic,Quarterly,59099,10,0
1200200,430,Female,280.0,10,20,130,Standard,Monthly,6610,290,0
858730,410,Male,90.0,240,80,130,Premium,Annual,5860,250,0
350560,600,Male,520.0,200,0,190,Premium,Quarterly,1310,20,0
420110,370,Female,450.0,290,70,20,Basic,Monthly,6160,60,0
3812340,400,Female,310.0,80,20,140,Standard,Annual,85249,100,0
3127470,240,Female,250.0,210,0,140,Basic,Annual,68579,10,0
4419950,210,Male,210.0,170,20,170,Premium,Quarterly,87799,20,0
3842670,340,Male,180.0,300,0,100,Standard,Annual,67604,30,0
2114190,580,Female,600.0,40,10,160,Standard,Annual,79032,40,0
1631640,240,Male,50.0,250,0,220,Standard,Monthly,4340,190,0
1898620,310,Male,580.0,100,90,220,Basic,Monthly,4610,160,0
1280650,450,Female,220.0,150,10,80,Basic,Monthly,4250,20,0
3401990,280,Male,450.0,150,0,180,Basic,Quarterly,96644,190,0
1782090,490,Male,350.0,260,100,210,Basic,Annual,7480,20,0
